ar_revenue,ar_total_expenses,ar_sale_cost,ar_selling_expenses,ar_management_expenses,ar_sale_profit,ar_balance_of_rvns_and_expns,ar_profit_before_tax,ar_taxes,ar_other_profit_and_losses,ar_net_profit,ab_immobilized_assets,ab_mobile_current_assets,ab_inventory,ab_accounts_receivable,ab_other_current_assets,ab_cash_and_securities,ab_losses,ab_own_capital,ab_borrowed_capital,ab_long_term_liabilities,ab_short_term_borrowing,ab_accounts_payable,ab_other_borrowings,bus_age,ogrn_age,adr_actual_age,head_actual_age,cap_actual_age,ul_capital_sum,ul_founders_cnt,ul_branch_cnt,ul_strategic_flg,ul_systematizing_flg,record_id,ul_staff_range,lgd
,,,,,,,,,,,,,,,,,,,,,,,,18,18,4,4,4,10000.0,2,0,0,0,269282,[1-100],0.85
,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,10000.0,1,0,0,0,237326,[1-100],1.0
99126000.0,83805000.0,83805000.0,0.0,0.0,15321000.0,-1529000.0,13792000.0,268000.0,0.0,13524000.0,0.0,24763000.0,24763000.0,0.0,0.0,0.0,13524000.0,17171000.0,7592000.0,0.0,7107000.0,485000.0,0.0,56,56,26,26,26,10000.0,2,0,0,0,208985,[1-100],0.3222222222222222
,,,,,,,,,,,,,,,,,,,,,,,,148,138,3,3,3,14000.0,1,0,0,0,164138,[1-100],0.0
720000.0,599000.0,599000.0,0.0,0.0,121000.0,-21000.0,100000.0,20000.0,0.0,80000.0,0.0,189000.0,0.0,189000.0,0.0,252000.0,80000.0,131000.0,310000.0,0.0,3000.0,226000.0,81000.0,37,37,2,2,2,10000.0,1,0,0,0,178888,[1-100],0.5861111111111111
118383000.0,115585000.0,80822000.0,1764000.0,32999000.0,2798000.0,-290000.0,2508000.0,502000.0,0.0,2006000.0,219000.0,17796000.0,8966000.0,8554000.0,276000.0,7000.0,2006000.0,3218000.0,14804000.0,0.0,1500000.0,13304000.0,0.0,31,31,31,31,31,10000.0,4,0,0,0,8121,[1-100],0.6694444444444444
75223000.0,71770000.0,71770000.0,0.0,0.0,3453000.0,-1437000.0,2016000.0,700000.0,0.0,1316000.0,0.0,18483000.0,10636000.0,7847000.0,0.0,318000.0,1316000.0,7931000.0,16598000.0,0.0,12497000.0,4101000.0,0.0,138,138,27,27,27,100000.0,2,0,0,0,112774,[1-100],0.5208333333333333
,,,,,,,,,,,,,,,,,,,,,,,,16,16,7,7,7,10000.0,1,0,0,0,23969,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,99,99,18,18,18,10000.0,1,0,0,0,158235,[1-100],0.65625
,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,10000.0,1,0,0,0,114882,[1-100],1.0
50251000.0,49675000.0,49675000.0,0.0,0.0,576000.0,-138000.0,438000.0,90000.0,0.0,348000.0,0.0,31269000.0,12722000.0,18547000.0,0.0,602000.0,348000.0,406000.0,26604000.0,0.0,0.0,26604000.0,0.0,36,36,2,2,2,10000.0,1,0,0,0,84204,[1-100],0.13347482403994781
,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,10000.0,1,0,0,0,177456,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,10000.0,2,0,0,0,45710,[1-100],0.9055555555555556
17571000.0,13802000.0,13802000.0,0.0,0.0,3769000.0,-2641000.0,1128000.0,226000.0,0.0,902000.0,0.0,20383000.0,15928000.0,4455000.0,0.0,662000.0,902000.0,406000.0,14886000.0,0.0,2942000.0,11944000.0,0.0,60,60,7,7,7,10000.0,1,0,0,0,166923,[1-100],0.2666666666666666
124058000.0,119882000.0,100691000.0,9000.0,19182000.0,4176000.0,-10192000.0,-6016000.0,0.0,0.0,-6016000.0,485634000.0,104311000.0,84748000.0,19563000.0,0.0,142000.0,-6016000.0,407447000.0,182640000.0,55000000.0,45859000.0,81781000.0,0.0,267,141,24,24,24,1412500.0,998,0,0,0,223883,(100-500],0.0
,,,,,,,,,,,,,,,,,,,,,,,,36,36,25,25,25,10000.0,2,0,0,0,237086,[1-100],0.6
,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,10000.0,1,0,0,0,232758,[1-100],0.9055555555555556
,,,,,,,,,,,,,,,,,,,,,,,,34,34,24,24,24,15000.0,1,0,0,0,109934,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,5,10000.0,1,0,0,0,170944,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,16,16,3,3,3,10000.0,2,0,0,0,246019,[1-100],0.8777777777777778
,,,,,,,,,,,,,,,,,,,,,,,,99,99,7,7,7,100000.0,1,0,0,0,218482,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,63,63,5,5,5,10000.0,2,0,0,0,75235,[1-100],0.225
9501000.0,9385000.0,9385000.0,0.0,0.0,116000.0,-116000.0,0.0,0.0,0.0,0.0,0.0,202000.0,202000.0,0.0,0.0,10000.0,0.0,150000.0,62000.0,0.0,0.0,62000.0,0.0,60,60,23,23,23,110000.0,1,0,0,0,66393,[1-100],0.2148683023480229
,,,,,,,,,,,,,,,,,,,,,,,,24,24,2,2,2,10000.0,1,0,0,0,161719,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10000.0,1,0,0,0,169154,[1-100],1.0
3743000.0,3402000.0,3402000.0,0.0,0.0,341000.0,-252000.0,89000.0,19000.0,0.0,70000.0,0.0,6093000.0,4979000.0,1114000.0,0.0,1000.0,70000.0,2475000.0,3501000.0,0.0,927000.0,2574000.0,0.0,141,141,30,30,30,13200.0,2,0,0,0,10934,[1-100],0.5104166666666667
,,,,,,,,,,,,,,,,,,,,,,,,23,23,13,13,13,300000.0,1,0,0,0,138545,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,10000.0,1,0,0,0,3072,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,29,29,10,10,10,10000.0,1,0,0,0,246828,[1-100],1.0
153797000.0,148610000.0,148610000.0,0.0,0.0,5187000.0,-4364000.0,823000.0,238000.0,0.0,585000.0,0.0,58279000.0,15959000.0,42320000.0,0.0,1025000.0,585000.0,4017000.0,48968000.0,0.0,35146000.0,13814000.0,8000.0,137,137,25,25,25,10000.0,1,0,0,0,241238,[1-100],0.5243055555555556
,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,10000.0,2,0,0,0,70583,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,66,66,27,27,27,10530.0,1,0,0,0,16113,[1-100],1.0
4423000.0,4397000.0,4397000.0,0.0,0.0,26000.0,0.0,26000.0,12000.0,0.0,14000.0,0.0,2540000.0,935000.0,1605000.0,0.0,1000.0,14000.0,641000.0,1900000.0,0.0,1763000.0,137000.0,0.0,228,132,1,1,1,11000.0,1,0,0,0,251408,[1-100],0.20833333333333337
,,,,,,,,,,,,,,,,,,,,,,,,29,29,18,18,18,10000.0,2,0,0,0,86020,[1-100],1.0
4660000.0,4519000.0,4519000.0,0.0,0.0,141000.0,-3000.0,138000.0,28000.0,0.0,110000.0,0.0,1839000.0,1468000.0,371000.0,0.0,546000.0,113000.0,324000.0,7378000.0,0.0,1039000.0,6339000.0,0.0,34,34,13,13,13,20000.0,1,0,0,0,190188,[1-100],0.24967981090048863
,,,,,,,,,,,,,,,,,,,,,,,,12,12,8,8,8,10000.0,2,0,0,0,247079,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,10000.0,1,0,0,0,247678,[1-100],0.7527777777777778
103610000.0,103049000.0,103049000.0,0.0,0.0,561000.0,0.0,561000.0,112000.0,0.0,449000.0,0.0,1170000.0,680000.0,490000.0,0.0,2362000.0,449000.0,530000.0,3002000.0,0.0,820000.0,2182000.0,0.0,39,39,1,1,1,10000.0,1,0,0,0,181428,[1-100],0.5583333333333333
1709000.0,1689000.0,1559000.0,130000.0,0.0,20000.0,-7000.0,13000.0,3000.0,0.0,10000.0,0.0,265000.0,110000.0,155000.0,0.0,10000.0,10000.0,21000.0,254000.0,0.0,250000.0,4000.0,0.0,22,22,23,23,23,10000.0,1,0,0,0,91683,[1-100],0.2986980077564987
408026000.0,395503000.0,364008000.0,10757000.0,20738000.0,12523000.0,-8603000.0,3920000.0,-606000.0,538000.0,5064000.0,65559000.0,168755000.0,106607000.0,61914000.0,234000.0,745000.0,2098000.0,51839000.0,183220000.0,36371000.0,60140000.0,85119000.0,1590000.0,255,137,19,19,19,12180000.0,3,0,0,0,130449,(100-500],0.11458333333333337
,,,,,,,,,,,,,,,,,,,,,,,,144,134,6,6,6,20000.0,1,0,0,0,104247,[1-100],0.5
,,,,,,,,,,,,,,,,,,,,,,,,162,145,21,21,21,64000.0,7,0,0,0,73631,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,10000.0,1,0,0,0,238414,[1-100],0.9861111111111113
,,,,,,,,,,,,,,,,,,,,,,,,54,54,27,27,27,10000.0,1,0,0,0,259702,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,21,21,22,22,22,10000.0,1,0,0,0,229712,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,10000.0,1,0,0,0,144919,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,79,79,26,26,26,10000.0,2,0,0,0,106861,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,24,24,10,10,10,10000.0,2,0,0,0,97470,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,10000.0,1,0,0,0,18647,[1-100],0.9194444444444444
,,,,,,,,,,,,,,,,,,,,,,,,45,45,4,4,4,11000.0,1,0,0,0,174135,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,23,23,12,12,12,150000.0,1,0,0,0,29213,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,11,11,11,10000.0,1,0,0,0,68221,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,36,36,27,27,27,10000.0,1,0,0,0,104177,[1-100],1.0
150481000.0,149240000.0,149240000.0,0.0,0.0,1241000.0,-916000.0,325000.0,65000.0,0.0,260000.0,0.0,47676000.0,26953000.0,20723000.0,0.0,251000.0,260000.0,1160000.0,54750000.0,0.0,14657000.0,40093000.0,0.0,153,136,15,15,15,10000.0,1,0,0,0,167658,[1-100],0.46875
,,,,,,,,,,,,,,,,,,,,,,,,90,90,3,3,3,504996.0,4,0,0,0,149239,[1-100],0.6875
32557000.0,31970000.0,31970000.0,0.0,0.0,587000.0,-402000.0,185000.0,17000.0,0.0,168000.0,0.0,7471000.0,4240000.0,3231000.0,0.0,677000.0,168000.0,1216000.0,7392000.0,0.0,3000000.0,4392000.0,0.0,75,75,18,18,18,10000.0,1,0,0,0,133151,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,34,34,23,23,23,400000.0,1,0,0,0,249713,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,85,85,3,3,3,10000.0,2,0,0,0,198774,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,55,55,7,7,7,30000.0,1,0,0,0,79889,[1-100],0.33611111111111114
,,,,,,,,,,,,,,,,,,,,,,,,14,14,11,11,11,10000.0,1,0,0,0,228087,[1-100],0.9055555555555556
,,,,,,,,,,,,,,,,,,,,,,,,27,27,9,9,9,1020000.0,1,0,0,0,57047,[1-100],1.0
65786000.0,66593000.0,64515000.0,0.0,2078000.0,-807000.0,1028000.0,221000.0,0.0,184000.0,405000.0,65197000.0,78139000.0,72777000.0,5200000.0,162000.0,394000.0,37000.0,92367000.0,51363000.0,873000.0,29648000.0,20842000.0,0.0,260,135,2,2,2,517898.0,1,0,0,0,31821,(100-500],0.09722222222222221
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,16,16,5,5,5,10000.0,2,0,0,0,218523,[1-100],0.8777777777777778
,,,,,,,,,,,,,,,,,,,,,,,,28,28,27,27,27,10000.0,1,0,0,0,123244,[1-100],0.7111111111111111
125367000.0,128534000.0,128534000.0,0.0,0.0,-3167000.0,3453000.0,286000.0,147000.0,0.0,139000.0,0.0,165347000.0,121151000.0,44196000.0,0.0,41362000.0,139000.0,580000.0,214928000.0,0.0,0.0,214928000.0,0.0,97,97,22,22,22,10000.0,1,0,0,0,15037,[1-100],0.6631944444444444
,,,,,,,,,,,,,,,,,,,,,,,,19,19,1,1,1,10000.0,1,0,0,0,210165,[1-100],1.0
11017000.0,10915000.0,4880000.0,6035000.0,0.0,102000.0,-68000.0,34000.0,7000.0,0.0,27000.0,2838000.0,9296000.0,920000.0,8376000.0,0.0,945000.0,27000.0,37000.0,13042000.0,0.0,8288000.0,4754000.0,0.0,25,25,18,18,18,10000.0,1,0,0,0,40478,[1-100],0.2076340023296377
,,,,,,,,,,,,,,,,,,,,,,,,266,19,19,19,19,10000.0,1,0,0,0,260130,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,26,26,3,3,3,10000.0,2,0,0,0,78513,[1-100],0.7388888888888888
26965000.0,25916000.0,23000000.0,1927000.0,989000.0,1049000.0,-788000.0,261000.0,131000.0,0.0,130000.0,0.0,4864000.0,4146000.0,718000.0,0.0,541000.0,130000.0,1014000.0,4391000.0,4291000.0,0.0,100000.0,0.0,57,57,26,26,26,10000.0,1,0,0,0,207676,[1-100],0.163893694278742
,,,,,,,,,,,,,,,,,,,,,,,,133,133,28,28,28,10000.0,1,0,0,0,42007,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,12,12,12,10000.0,1,0,0,0,272758,[1-100],0.9194444444444444
10290000.0,9312000.0,9312000.0,0.0,0.0,978000.0,-6000.0,972000.0,194000.0,0.0,778000.0,0.0,892000.0,487000.0,405000.0,0.0,596000.0,778000.0,1178000.0,321000.0,0.0,0.0,321000.0,0.0,75,75,2,2,2,10000.0,1,0,0,0,72035,[1-100],0.7395833333333333
9420000.0,8140000.0,8140000.0,0.0,0.0,1280000.0,-1257000.0,23000.0,5000.0,0.0,18000.0,0.0,11362000.0,8709000.0,2653000.0,0.0,11674000.0,18000.0,116000.0,7920000.0,0.0,7761000.0,159000.0,0.0,74,74,9,9,9,10000.0,1,0,0,0,87859,[1-100],0.7430555555555556
23965000.0,23176000.0,23176000.0,0.0,0.0,789000.0,-444000.0,345000.0,69000.0,0.0,276000.0,0.0,7574000.0,3978000.0,3596000.0,0.0,357000.0,276000.0,286000.0,7426000.0,0.0,1000.0,7425000.0,0.0,51,51,27,27,27,10000.0,1,0,0,0,13338,[1-100],0.16965725429851042
,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,2,2,10000.0,1,0,0,0,244615,[1-100],0.9166666666666666
,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,10000.0,1,0,0,0,171825,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,10,10,11,11,11,10000.0,1,0,0,0,73784,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,23,23,14,14,14,10000.0,1,0,0,0,54696,[1-100],1.0
2900000.0,2221000.0,1711000.0,510000.0,0.0,679000.0,0.0,679000.0,-46000.0,0.0,725000.0,0.0,994000.0,994000.0,0.0,0.0,1000.0,725000.0,735000.0,260000.0,0.0,0.0,260000.0,0.0,33,33,31,31,31,10000.0,1,0,0,0,96358,[1-100],0.6416666666666667
,,,,,,,,,,,,,,,,,,,,,,,,86,86,11,11,11,10000.0,1,0,0,0,172744,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,8,8,4,4,4,30000.0,3,0,0,0,54237,[1-100],0.9888888888888888
,,,,,,,,,,,,,,,,,,,,,,,,74,74,25,25,25,10000.0,2,0,0,0,188890,[1-100],0.7430555555555556
1379000.0,1196000.0,1196000.0,0.0,0.0,183000.0,-179000.0,4000.0,0.0,0.0,4000.0,0.0,688000.0,615000.0,73000.0,0.0,92000.0,4000.0,10000.0,770000.0,0.0,4000.0,765000.0,1000.0,57,57,26,26,26,10000.0,2,0,0,0,97628,[1-100],0.30918227429281897
,,,,,,,,,,,,,,,,,,,,,,,,49,49,3,3,3,30000.0,1,0,0,0,147470,[1-100],0.4194444444444444
44755000.0,42665000.0,42665000.0,0.0,0.0,2090000.0,-405000.0,1685000.0,2000.0,0.0,1683000.0,0.0,21561000.0,3252000.0,18309000.0,0.0,15000.0,1683000.0,15061000.0,8199000.0,0.0,2813000.0,5386000.0,0.0,174,138,14,14,14,10000.0,1,0,0,0,4023,[1-100],0.0
25468000.0,22670000.0,22670000.0,0.0,0.0,2798000.0,-1736000.0,1062000.0,82000.0,0.0,980000.0,0.0,11384000.0,193000.0,11191000.0,0.0,28000.0,980000.0,1932000.0,11894000.0,0.0,9272000.0,2622000.0,0.0,181,139,17,17,17,10000.0,1,0,0,0,52049,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,79,79,8,8,8,12500.0,1,0,0,0,37502,[1-100],0.0
98204000.0,97783000.0,97783000.0,0.0,0.0,421000.0,-189000.0,232000.0,46000.0,0.0,186000.0,0.0,28963000.0,9885000.0,19078000.0,0.0,3234000.0,186000.0,199000.0,21186000.0,0.0,0.0,21186000.0,0.0,54,54,27,27,27,12500.0,1,0,0,0,43079,[1-100],0.35
,,,,,,,,,,,,,,,,,,,,,,,,17,17,2,2,2,10000.0,1,0,0,0,234715,[1-100],0.8638888888888888
3746000.0,3478000.0,3478000.0,0.0,0.0,268000.0,-52000.0,216000.0,0.0,0.0,216000.0,0.0,3685000.0,3606000.0,79000.0,0.0,109000.0,216000.0,6980000.0,291000.0,0.0,124000.0,167000.0,0.0,253,138,2,2,2,2583.0,6,0,0,0,137748,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,55,55,17,17,17,10000.0,3,0,0,0,248492,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,43,43,31,31,31,10000.0,1,0,0,0,141823,[1-100],1.0
3600000.0,3495000.0,3495000.0,0.0,0.0,105000.0,0.0,105000.0,15000.0,0.0,90000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,90000.0,10000.0,0.0,0.0,0.0,0.0,0.0,43,43,27,27,27,10000.0,1,0,0,0,219796,[1-100],0.5027777777777778
,,,,,,,,,,,,,,,,,,,,,,,,113,113,1,1,1,10000.0,1,0,0,0,210635,[1-100],0.6076388888888888
,,,,,,,,,,,,,,,,,,,,,,,,77,77,17,17,17,10000.0,1,0,0,0,106870,[1-100],0.7326388888888888
10407000.0,15751000.0,7357000.0,0.0,8394000.0,-5344000.0,-217000.0,-5561000.0,150000.0,0.0,-5711000.0,11642000.0,125000.0,69000.0,56000.0,0.0,1000.0,-5711000.0,5138000.0,6630000.0,1317000.0,0.0,5313000.0,0.0,138,138,31,31,31,10000.0,1,0,0,0,151731,[1-100],0.5208333333333333
,,,,,,,,,,,,,,,,,,,,,,,,27,27,26,26,26,10000.0,1,0,0,0,41773,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,17,17,11,11,11,12000.0,1,0,0,0,166899,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,10000.0,1,0,0,0,16127,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,10000.0,1,0,0,0,42031,[1-100],0.9722222222222222
90672000.0,89984000.0,49602000.0,40382000.0,0.0,688000.0,-305000.0,383000.0,76000.0,0.0,307000.0,2000.0,9697000.0,0.0,9697000.0,0.0,296000.0,307000.0,315000.0,9680000.0,0.0,4605000.0,5075000.0,0.0,88,88,22,22,22,10000.0,1,0,0,0,98804,[1-100],0.6944444444444444
,,,,,,,,,,,,,,,,,,,,,,,,23,23,10,10,10,10000.0,1,0,0,0,71308,[1-100],0.7805555555555556
25406000.0,21557000.0,21557000.0,0.0,0.0,3849000.0,-1454000.0,2395000.0,0.0,0.0,2395000.0,4125000.0,6741000.0,6676000.0,65000.0,0.0,294000.0,2395000.0,7266000.0,3894000.0,0.0,370000.0,3524000.0,0.0,196,142,24,24,24,8400.0,1,0,0,0,84119,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,10000.0,1,0,0,0,39959,[1-100],1.0
2892000.0,2862000.0,1099000.0,391000.0,1372000.0,30000.0,-14000.0,16000.0,3000.0,0.0,13000.0,0.0,1578000.0,646000.0,882000.0,50000.0,8000.0,13000.0,23000.0,1563000.0,0.0,0.0,1563000.0,0.0,27,27,2,2,2,10000.0,2,0,0,0,109073,[1-100],0.725
,,,,,,,,,,,,,,,,,,,,,,,,15,15,16,16,16,10000.0,2,0,0,0,45352,[1-100],1.0
97279000.0,107375000.0,84797000.0,22578000.0,0.0,-10096000.0,-3533000.0,-13629000.0,-2725000.0,0.0,-10904000.0,4298000.0,30478000.0,19045000.0,11433000.0,0.0,94000.0,-10904000.0,-14899000.0,49769000.0,0.0,0.0,49769000.0,0.0,29,29,3,3,3,100000.0,3,0,0,0,80556,[1-100],0.6972222222222222
17902000.0,16630000.0,16630000.0,0.0,0.0,1272000.0,-112000.0,1160000.0,232000.0,0.0,928000.0,0.0,20629000.0,3361000.0,17268000.0,0.0,1985000.0,928000.0,928000.0,21686000.0,0.0,0.0,21686000.0,0.0,26,26,9,9,9,10000.0,1,0,0,0,90522,[1-100],0.1839106982190779
,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,10000.0,1,0,0,0,132506,[1-100],0.9861111111111113
,,,,,,,,,,,,,,,,,,,,,,,,32,32,16,16,16,10000.0,1,0,0,0,36702,[1-100],1.0
12454000.0,7319000.0,7319000.0,0.0,0.0,5135000.0,-2890000.0,2245000.0,0.0,0.0,2245000.0,0.0,11946000.0,8053000.0,3893000.0,0.0,29000.0,2245000.0,2853000.0,11545000.0,0.0,8456000.0,3089000.0,0.0,44,44,25,25,25,10000.0,1,0,0,0,105391,[1-100],0.20164287057371078
,,,,,,,,,,,,,,,,,,,,,,,,16,16,17,17,17,12000.0,3,0,0,0,154498,[1-100],0.8777777777777778
,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,10000.0,1,0,0,0,80798,[1-100],0.9444444444444445
,,,,,,,,,,,,,,,,,,,,,,,,140,140,16,16,16,15000.0,1,0,0,0,85513,[1-100],0.5138888888888888
,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,10000.0,1,0,0,0,159552,[1-100],0.975
,,,,,,,,,,,,,,,,,,,,,,,,17,17,9,9,9,100000.0,2,0,0,0,77801,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,45,45,21,21,21,11000.0,1,0,0,0,178042,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,7,7,7,10000.0,1,0,0,0,93697,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,12,12,1,1,1,10000.0,2,0,0,0,239930,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,49,49,2,2,2,400000.0,1,0,0,0,192104,[1-100],1.0
92307000.0,91105000.0,91105000.0,0.0,0.0,1202000.0,344000.0,1546000.0,309000.0,0.0,1237000.0,0.0,22063000.0,18188000.0,3875000.0,0.0,38000.0,1237000.0,1967000.0,20203000.0,0.0,15016000.0,5187000.0,0.0,65,65,24,24,24,10000.0,1,0,0,0,129129,[1-100],0.10375968737182129
,,,,,,,,,,,,,,,,,,,,,,,,54,54,23,23,23,10000.0,1,0,0,0,170574,[1-100],1.0
15258000.0,14720000.0,14720000.0,0.0,0.0,538000.0,-476000.0,62000.0,12000.0,0.0,50000.0,0.0,4349000.0,2657000.0,1692000.0,0.0,6000.0,50000.0,66000.0,4613000.0,0.0,891000.0,3344000.0,378000.0,32,32,8,8,8,10000.0,1,0,0,0,13552,[1-100],0.6555555555555556
,,,,,,,,,,,,,,,,,,,,,,,,46,46,15,15,15,100000.0,1,0,0,0,187256,[1-100],1.0
100825000.0,95755000.0,95755000.0,0.0,0.0,5070000.0,-4459000.0,611000.0,126000.0,0.0,485000.0,0.0,45498000.0,32346000.0,13152000.0,0.0,1227000.0,485000.0,3836000.0,48444000.0,0.0,32216000.0,16228000.0,0.0,177,138,26,26,26,10000.0,3,0,0,0,105167,[1-100],0.38541666666666663
131111000.0,127568000.0,122886000.0,0.0,4682000.0,3543000.0,-158000.0,3385000.0,448000.0,5000.0,2942000.0,30658000.0,38630000.0,11451000.0,24565000.0,2614000.0,21000.0,2932000.0,3010000.0,66297000.0,14083000.0,5700000.0,46514000.0,0.0,52,52,2,2,2,43898.15,2,0,0,0,195385,[1-100],0.08661128489204228
38145000.0,36521000.0,36521000.0,0.0,0.0,1624000.0,-4292000.0,-2668000.0,269000.0,0.0,-2937000.0,0.0,26340000.0,13967000.0,12373000.0,0.0,6238000.0,-2937000.0,10547000.0,20508000.0,0.0,0.0,20508000.0,0.0,106,106,29,29,29,10000.0,1,0,0,0,105510,> 500,0.6319444444444444
21161000.0,16501000.0,16501000.0,0.0,0.0,4660000.0,-1353000.0,3307000.0,0.0,0.0,3307000.0,7839000.0,21362000.0,0.0,21362000.0,0.0,375000.0,3307000.0,26493000.0,3083000.0,1215000.0,0.0,1868000.0,0.0,189,144,4,4,4,1364500.0,2,0,0,0,193681,[1-100],0.34375
,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,23,10000.0,2,0,0,0,9655,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,13,13,2,2,2,10000.0,1,0,0,0,146378,[1-100],0.9194444444444444
,,,,,,,,,,,,,,,,,,,,,,,,27,27,21,21,21,10000.0,1,0,0,0,173777,[1-100],1.0
13323000.0,12512000.0,12512000.0,0.0,0.0,811000.0,-16000.0,795000.0,99000.0,0.0,696000.0,0.0,9063000.0,8942000.0,121000.0,0.0,5000.0,696000.0,7690000.0,1378000.0,0.0,0.0,1378000.0,0.0,97,97,2,2,2,300000.0,1,0,0,0,169046,(100-500],0.6631944444444444
,,,,,,,,,,,,,,,,,,,,,,,,23,23,23,23,23,10000.0,1,0,0,0,51581,[1-100],1.0
1107000.0,1107000.0,1107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353000.0,239000.0,114000.0,0.0,1000.0,0.0,428000.0,46000.0,0.0,0.0,46000.0,0.0,97,97,5,5,5,428300.0,3,0,0,0,70880,[1-100],0.0
,,,,,,,,,,,,,,,,,,,,,,,,26,26,9,9,9,10000.0,1,0,0,0,8466,[1-100],0.7388888888888888
,,,,,,,,,,,,,,,,,,,,,,,,78,78,1,1,1,20000.0,1,0,0,0,186524,[1-100],0.7291666666666667
57940000.0,57457000.0,34474000.0,0.0,22983000.0,483000.0,-321000.0,162000.0,33000.0,0.0,129000.0,9300000.0,4842000.0,114000.0,4714000.0,14000.0,1783000.0,129000.0,295000.0,15630000.0,5914000.0,306000.0,9410000.0,0.0,45,45,17,17,17,10000.0,1,0,0,0,161667,[1-100],0.475
136162000.0,135088000.0,135088000.0,0.0,0.0,1074000.0,-719000.0,355000.0,267000.0,0.0,88000.0,0.0,20357000.0,0.0,20357000.0,0.0,32000.0,88000.0,1412000.0,3977000.0,0.0,3676000.0,301000.0,0.0,72,72,15,15,15,11000.0,1,0,0,0,21648,(100-500],0.08476408372428168
,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,10000.0,1,0,0,0,12044,[1-100],1.0
,,,,,,,,,,,,,,,,,,,,,,,,66,66,2,2,2,10000.0,1,0,0,0,107065,[1-100],0.18333333333333338
,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,10000.0,2,0,0,0,266278,[1-100],1.0
